GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
0100000US,,United States,1600000US1772000,1772000,United States - Illinois - Springfield city,Springfield city,2.5,1.2
0100000US,,United States,1600000US1779293,1779293,United States - Illinois - Waukegan city,Waukegan city,3.3,1.6
0100000US,,United States,0400000US18,18,United States - Indiana,Indiana,1.1,0.1
0100000US,,United States,1600000US1805860,1805860,United States - Indiana - Bloomington city,Bloomington city,5.1,1.7
0100000US,,United States,1600000US1810342,1810342,United States - Indiana - Carmel city,Carmel city,N,N
0100000US,,United States,1600000US1822000,1822000,United States - Indiana - Evansville city,Evansville city,3.0,1.8
0100000US,,United States,1600000US1823278,1823278,United States - Indiana - Fishers town,Fishers town,N,N
0100000US,,United States,1600000US1825000,1825000,United States - Indiana - Fort Wayne city,Fort Wayne city,0.9,0.4
0100000US,,United States,1600000US1827000,1827000,United States - Indiana - Gary city,Gary city,2.7,1.3
0100000US,,United States,1600000US1831000,1831000,United States - Indiana - Hammond city,Hammond city,3.5,1.7
0100000US,,United States,1600000US1836003,1836003,United States - Indiana - Indianapolis city (balance),Indianapolis city (balance),2.3,0.5
0100000US,,United States,1600000US1840788,1840788,United States - Indiana - Lafayette city,Lafayette city,2.7,1.4
0100000US,,United States,1600000US1851876,1851876,United States - Indiana - Muncie city,Muncie city,2.5,1.8
0100000US,,United States,1600000US1871000,1871000,United States - Indiana - South Bend city,South Bend city,1.6,0.7
0100000US,,United States,0400000US19,19,United States - Iowa,Iowa,1.1,0.2
0100000US,,United States,1600000US1912000,1912000,United States - Iowa - Cedar Rapids city,Cedar Rapids city,1.1,0.6
0100000US,,United States,1600000US1919000,1919000,United States - Iowa - Davenport city,Davenport city,1.2,0.9
0100000US,,United States,1600000US1921000,1921000,United States - Iowa - Des Moines city,Des Moines city,1.5,0.5
0100000US,,United States,1600000US1938595,1938595,United States - Iowa - Iowa City city,Iowa City city,11.5,3.1
0100000US,,United States,1600000US1973335,1973335,United States - Iowa - Sioux City city,Sioux City city,0.8,0.7
0100000US,,United States,1600000US1982425,1982425,United States - Iowa - Waterloo city,Waterloo city,0.3,0.3
0100000US,,United States,0400000US20,20,United States - Kansas,Kansas,0.4,0.1
0100000US,,United States,1600000US2036000,2036000,United States - Kansas - Kansas City city,Kansas City city,1.3,0.7
0100000US,,United States,1600000US2038900,2038900,United States - Kansas - Lawrence city,Lawrence city,2.3,2.2
0100000US,,United States,1600000US2052575,2052575,United States - Kansas - Olathe city,Olathe city,0.3,0.2
0100000US,,United States,1600000US2053775,2053775,United States - Kansas - Overland Park city,Overland Park city,0.3,0.3
0100000US,,United States,1600000US2071000,2071000,United States - Kansas - Topeka city,Topeka city,0.6,0.4
0100000US,,United States,1600000US2079000,2079000,United States - Kansas - Wichita city,Wichita city,0.4,0.2
0100000US,,United States,0400000US21,21,United States - Kentucky,Kentucky,1.2,0.2
0100000US,,United States,1600000US2146027,2146027,United States - Kentucky - Lexington-Fayette urban county,Lexington-Fayette urban county,2.1,0.7
0100000US,,United States,1600000US2148006,2148006,United States - Kentucky - Louisville/Jefferson County metro government (balance),Louisville/Jefferson County metro government (balance),3.1,0.7
0100000US,,United States,0400000US22,22,United States - Louisiana,Louisiana,1.3,0.1
0100000US,,United States,1600000US2205000,2205000,United States - Louisiana - Baton Rouge city,Baton Rouge city,1.9,0.7
0100000US,,United States,1600000US2239475,2239475,United States - Louisiana - Kenner city,Kenner city,0.7,1.2
0100000US,,United States,1600000US2240735,2240735,United States - Louisiana - Lafayette city,Lafayette city,1.4,0.7
0100000US,,United States,1600000US2241155,2241155,United States - Louisiana - Lake Charles city,Lake Charles city,1.2,1.2
0100000US,,United States,1600000US2250115,2250115,United States - Louisiana - Metairie CDP,Metairie CDP,1.0,0.8
0100000US,,United States,1600000US2255000,2255000,United States - Louisiana - New Orleans city,New Orleans city,7.8,1.2
0100000US,,United States,1600000US2270000,2270000,United States - Louisiana - Shreveport city,Shreveport city,2.4,0.8
0100000US,,United States,0400000US23,23,United States - Maine,Maine,0.6,0.2
0100000US,,United States,1600000US2360545,2360545,United States - Maine - Portland city,Portland city,2.9,1.3
0100000US,,United States,0400000US24,24,United States - Maryland,Maryland,9.2,0.3
0100000US,,United States,1600000US2404000,2404000,United States - Maryland - Baltimore city,Baltimore city,17.5,1.7
0100000US,,United States,1600000US2419125,2419125,United States - Maryland - Columbia CDP,Columbia CDP,3.2,1.3
0100000US,,United States,1600000US2426000,2426000,United States - Maryland - Ellicott City CDP,Ellicott City CDP,2.9,1.5
0100000US,,United States,1600000US2430325,2430325,United States - Maryland - Frederick city,Frederick city,3.9,1.9
0100000US,,United States,1600000US2432025,2432025,United States - Maryland - Germantown CDP,Germantown CDP,11.2,3.1
0100000US,,United States,1600000US2432650,2432650,United States - Maryland - Glen Burnie CDP,Glen Burnie CDP,2.1,1.6
0100000US,,United States,1600000US2472450,2472450,United States - Maryland - Silver Spring CDP,Silver Spring CDP,25.1,3.9
0100000US,,United States,1600000US2481175,2481175,United States - Maryland - Waldorf CDP,Waldorf CDP,10.8,3.5
0100000US,,United States,0400000US25,25,United States - Massachusetts,Massachusetts,8.9,0.3
0100000US,,United States,1600000US2507000,2507000,United States - Massachusetts - Boston city,Boston city,32.6,1.9
0100000US,,United States,1600000US2509000,2509000,United States - Massachusetts - Brockton city,Brockton city,7.2,2.2
0100000US,,United States,1600000US2511000,2511000,United States - Massachusetts - Cambridge city,Cambridge city,29.6,3.5
0100000US,,United States,1600000US2523000,2523000,United States - Massachusetts - Fall River city,Fall River city,0.8,0.8
0100000US,,United States,1600000US2524960,2524960,United States - Massachusetts - Framingham CDP,Framingham CDP,2.9,1.5
0100000US,,United States,1600000US2534550,2534550,United States - Massachusetts - Lawrence city,Lawrence city,4.3,1.6
0100000US,,United States,1600000US2537000,2537000,United States - Massachusetts - Lowell city,Lowell city,3.0,1.3
0100000US,,United States,1600000US2537490,2537490,United States - Massachusetts - Lynn city,Lynn city,12.0,3.3
0100000US,,United States,1600000US2545000,2545000,United States - Massachusetts - New Bedford city,New Bedford city,1.7,1.0
0100000US,,United States,1600000US2545560,2545560,United States - Massachusetts - Newton city,Newton city,11.0,2.1
0100000US,,United States,1600000US2555745,2555745,United States - Massachusetts - Quincy city,Quincy city,25.8,3.7
0100000US,,United States,1600000US2562535,2562535,United States - Massachusetts - Somerville city,Somerville city,29.6,4.1
0100000US,,United States,1600000US2567000,2567000,United States - Massachusetts - Springfield city,Springfield city,6.1,2.2
0100000US,,United States,1600000US2582000,2582000,United States - Massachusetts - Worcester city,Worcester city,2.5,1.1
0100000US,,United States,0400000US26,26,United States - Michigan,Michigan,1.4,0.1
0100000US,,United States,1600000US2603000,2603000,United States - Michigan - Ann Arbor city,Ann Arbor city,11.0,2.5
0100000US,,United States,1600000US2621000,2621000,United States - Michigan - Dearborn city,Dearborn city,0.8,0.9
0100000US,,United States,1600000US2622000,2622000,United States - Michigan - Detroit city,Detroit city,9.7,1.1
0100000US,,United States,1600000US2627440,2627440,United States - Michigan - Farmington Hills city,Farmington Hills city,0.1,0.1
0100000US,,United States,1600000US2629000,2629000,United States - Michigan - Flint city,Flint city,3.3,1.9
0100000US,,United States,1600000US2634000,2634000,United States - Michigan - Grand Rapids city,Grand Rapids city,4.3,1.3
0100000US,,United States,1600000US2642160,2642160,United States - Michigan - Kalamazoo city,Kalamazoo city,2.3,1.1
0100000US,,United States,1600000US2646000,2646000,United States - Michigan - Lansing city,Lansing city,4.2,1.2
0100000US,,United States,1600000US2649000,2649000,United States - Michigan - Livonia city,Livonia city,0.1,0.2
0100000US,,United States,1600000US2669035,2669035,United States - Michigan - Rochester Hills city,Rochester Hills city,0.3,0.3
0100000US,,United States,1600000US2674900,2674900,United States - Michigan - Southfield city,Southfield city,1.6,1.1
0100000US,,United States,1600000US2676460,2676460,United States - Michigan - Sterling Heights city,Sterling Heights city,0.1,0.2
0100000US,,United States,1600000US2680700,2680700,United States - Michigan - Troy city,Troy city,0.0,0.1
0100000US,,United States,1600000US2684000,2684000,United States - Michigan - Warren city,Warren city,1.4,0.7
0100000US,,United States,1600000US2686000,2686000,United States - Michigan - Westland city,Westland city,0.5,0.4
0100000US,,United States,1600000US2688940,2688940,United States - Michigan - Wyoming city,Wyoming city,1.7,1.1
0100000US,,United States,0400000US27,27,United States - Minnesota,Minnesota,3.4,0.2
0100000US,,United States,1600000US2706616,2706616,United States - Minnesota - Bloomington city,Bloomington city,4.2,1.5
0100000US,,United States,1600000US2707966,2707966,United States - Minnesota - Brooklyn Park city,Brooklyn Park city,5.7,1.9
0100000US,,United States,1600000US2717000,2717000,United States - Minnesota - Duluth city,Duluth city,4.9,1.4
0100000US,,United States,1600000US2743000,2743000,United States - Minnesota - Minneapolis city,Minneapolis city,14.5,1.5
0100000US,,United States,1600000US2751730,2751730,United States - Minnesota - Plymouth city,Plymouth city,3.1,1.4
0100000US,,United States,1600000US2754880,2754880,United States - Minnesota - Rochester city,Rochester city,4.7,1.2
0100000US,,United States,1600000US2756896,2756896,United States - Minnesota - St. Cloud city,St. Cloud city,1.8,1.0
0100000US,,United States,1600000US2758000,2758000,United States - Minnesota - St. Paul city,St. Paul city,7.1,1.0
0100000US,,United States,0400000US28,28,United States - Mississippi,Mississippi,0.4,0.1
0100000US,,United States,1600000US2829700,2829700,United States - Mississippi - Gulfport city,Gulfport city,1.6,1.9
0100000US,,United States,1600000US2836000,2836000,United States - Mississippi - Jackson city,Jackson city,1.0,0.6
0100000US,,United States,0400000US29,29,United States - Missouri,Missouri,1.4,0.1
0100000US,,United States,1600000US2915670,2915670,United States - Missouri - Columbia city,Columbia city,0.9,0.6
0100000US,,United States,1600000US2935000,2935000,United States - Missouri - Independence city,Independence city,0.5,0.3
0100000US,,United States,1600000US2938000,2938000,United States - Missouri - Kansas City city,Kansas City city,3.7,0.7
0100000US,,United States,1600000US2941348,2941348,United States - Missouri - Lee's Summit city,Lee's Summit city,0.5,0.4
0100000US,,United States,1600000US2954074,2954074,United States - Missouri - O'Fallon city,O'Fallon city,N,N
0100000US,,United States,1600000US2964082,2964082,United States - Missouri - St. Charles city,St. Charles city,0.2,0.3
0100000US,,United States,1600000US2964550,2964550,United States - Missouri - St. Joseph city,St. Joseph city,1.2,0.9
0100000US,,United States,1600000US2965000,2965000,United States - Missouri - St. Louis city,St. Louis city,7.9,1.3
0100000US,,United States,1600000US2970000,2970000,United States - Missouri - Springfield city,Springfield city,0.8,0.4
0100000US,,United States,0400000US30,30,United States - Montana,Montana,0.9,0.2
0100000US,,United States,1600000US3006550,3006550,United States - Montana - Billings city,Billings city,2.0,1.1
0100000US,,United States,1600000US3050200,3050200,United States - Montana - Missoula city,Missoula city,1.5,1.2
0100000US,,United States,0400000US31,31,United States - Nebraska,Nebraska,0.7,0.1
0100000US,,United States,1600000US3128000,3128000,United States - Nebraska - Lincoln city,Lincoln city,1.4,0.5
0100000US,,United States,1600000US3137000,3137000,United States - Nebraska - Omaha city,Omaha city,1.6,0.5
0100000US,,United States,0400000US32,32,United States - Nevada,Nevada,3.5,0.4
0100000US,,United States,1600000US3223770,3223770,United States - Nevada - Enterprise CDP,Enterprise CDP,0.5,0.6
0100000US,,United States,1600000US3231900,3231900,United States - Nevada - Henderson city,Henderson city,1.7,0.9
0100000US,,United States,1600000US3240000,3240000,United States - Nevada - Las Vegas city,Las Vegas city,3.6,0.8
0100000US,,United States,1600000US3251800,3251800,United States - Nevada - North Las Vegas city,North Las Vegas city,3.6,1.3
0100000US,,United States,1600000US3254600,3254600,United States - Nevada - Paradise CDP,Paradise CDP,6.9,1.6
0100000US,,United States,1600000US3260600,3260600,United States - Nevada - Reno city,Reno city,2.5,1.0
0100000US,,United States,1600000US3268400,3268400,United States - Nevada - Sparks city,Sparks city,1.2,1.0
0100000US,,United States,1600000US3268585,3268585,United States - Nevada - Spring Valley CDP,Spring Valley CDP,5.4,2.0
0100000US,,United States,1600000US3271400,3271400,United States - Nevada - Sunrise Manor CDP,Sunrise Manor CDP,5.2,1.7
0100000US,,United States,0400000US33,33,United States - New Hampshire,New Hampshire,0.7,0.2
0100000US,,United States,1600000US3345140,3345140,United States - New Hampshire - Manchester city,Manchester city,0.7,0.4
0100000US,,United States,1600000US3350260,3350260,United States - New Hampshire - Nashua city,Nashua city,1.8,0.9
0100000US,,United States,0400000US34,34,United States - New Jersey,New Jersey,11.0,0.3
0100000US,,United States,1600000US3410000,3410000,United States - New Jersey - Camden city,Camden city,17.8,5.8
0100000US,,United States,1600000US3413690,3413690,United States - New Jersey - Clifton city,Clifton city,7.2,2.4
0100000US,,United States,1600000US3419390,3419390,United States - New Jersey - East Orange city,East Orange city,28.7,7.0
0100000US,,United States,1600000US3421000,3421000,United States - New Jersey - Elizabeth city,Elizabeth city,15.4,3.4
0100000US,,United States,1600000US3436000,3436000,United States - New Jersey - Jersey City city,Jersey City city,49.1,2.6
0100000US,,United States,1600000US3451000,3451000,United States - New Jersey - Newark city,Newark city,26.4,2.7
0100000US,,United States,1600000US3456550,3456550,United States - New Jersey - Passaic city,Passaic city,22.0,7.3
0100000US,,United States,1600000US3457000,3457000,United States - New Jersey - Paterson city,Paterson city,12.4,2.8
0100000US,,United States,1600000US3473110,3473110,United States - New Jersey - Toms River CDP,Toms River CDP,3.2,1.4
0100000US,,United States,1600000US3474000,3474000,United States - New Jersey - Trenton city,Trenton city,11.4,2.9
0100000US,,United States,1600000US3474630,3474630,United States - New Jersey - Union City city,Union City city,42.0,6.3
0100000US,,United States,0400000US35,35,United States - New Mexico,New Mexico,1.1,0.2
0100000US,,United States,1600000US3502000,3502000,United States - New Mexico - Albuquerque city,Albuquerque city,2.0,0.6
0100000US,,United States,1600000US3539380,3539380,United States - New Mexico - Las Cruces city,Las Cruces city,0.9,1.1
0100000US,,United States,1600000US3563460,3563460,United States - New Mexico - Rio Rancho city,Rio Rancho city,0.9,0.8
0100000US,,United States,1600000US3570500,3570500,United States - New Mexico - Santa Fe city,Santa Fe city,1.4,0.9
0100000US,,United States,0400000US36,36,United States - New York,New York,27.0,0.3
0100000US,,United States,1600000US3601000,3601000,United States - New York - Albany city,Albany city,14.6,3.6
0100000US,,United States,1600000US3611000,3611000,United States - New York - Buffalo city,Buffalo city,13.7,1.8
0100000US,,United States,1600000US3615000,3615000,United States - New York - Cheektowaga CDP,Cheektowaga CDP,1.3,0.9
0100000US,,United States,1600000US3649121,3649121,United States - New York - Mount Vernon city,Mount Vernon city,17.0,3.3
0100000US,,United States,1600000US3650617,3650617,United States - New York - New Rochelle city,New Rochelle city,20.9,3.0
0100000US,,United States,1600000US3651000,3651000,United States - New York - New York city,New York city,56.3,0.6
0100000US,,United States,1600000US3663000,3663000,United States - New York - Rochester city,Rochester city,7.0,1.5
0100000US,,United States,1600000US3665508,3665508,United States - New York - Schenectady city,Schenectady city,6.9,2.3
0100000US,,United States,1600000US3673000,3673000,United States - New York - Syracuse city,Syracuse city,8.5,2.0
0100000US,,United States,1600000US3684000,3684000,United States - New York - Yonkers city,Yonkers city,24.7,2.5
0100000US,,United States,0400000US37,37,United States - North Carolina,North Carolina,1.2,0.1
0100000US,,United States,1600000US3702140,3702140,United States - North Carolina - Asheville city,Asheville city,1.9,1.2
0100000US,,United States,1600000US3710740,3710740,United States - North Carolina - Cary town,Cary town,1.3,1.0
0100000US,,United States,1600000US3712000,3712000,United States - North Carolina - Charlotte city,Charlotte city,4.0,0.7
0100000US,,United States,1600000US3714100,3714100,United States - North Carolina - Concord city,Concord city,N,N
0100000US,,United States,1600000US3719000,3719000,United States - North Carolina - Durham city,Durham city,3.9,1.0
0100000US,,United States,1600000US3722920,3722920,United States - North Carolina - Fayetteville city,Fayetteville city,1.0,0.7
0100000US,,United States,1600000US3725580,3725580,United States - North Carolina - Gastonia city,Gastonia city,1.0,0.8
0100000US,,United States,1600000US3728000,3728000,United States - North Carolina - Greensboro city,Greensboro city,2.0,0.7
0100000US,,United States,1600000US3728080,3728080,United States - North Carolina - Greenville city,Greenville city,1.3,1.1
0100000US,,United States,1600000US3731400,3731400,United States - North Carolina - High Point city,High Point city,2.2,1.5
0100000US,,United States,1600000US3734200,3734200,United States - North Carolina - Jacksonville city,Jacksonville city,0.2,0.4
0100000US,,United States,1600000US3755000,3755000,United States - North Carolina - Raleigh city,Raleigh city,2.4,0.7
0100000US,,United States,1600000US3774440,3774440,United States - North Carolina - Wilmington city,Wilmington city,1.7,1.0
0100000US,,United States,1600000US3775000,3775000,United States - North Carolina - Winston-Salem city,Winston-Salem city,2.2,0.8
0100000US,,United States,0400000US38,38,United States - North Dakota,North Dakota,0.4,0.2
0100000US,,United States,1600000US3825700,3825700,United States - North Dakota - Fargo city,Fargo city,0.7,0.6
0100000US,,United States,0400000US39,39,United States - Ohio,Ohio,1.7,0.1
0100000US,,United States,1600000US3901000,3901000,United States - Ohio - Akron city,Akron city,3.3,0.9
0100000US,,United States,1600000US3912000,3912000,United States - Ohio - Canton city,Canton city,4.0,1.7
0100000US,,United States,1600000US3915000,3915000,United States - Ohio - Cincinnati city,Cincinnati city,9.0,1.4
0100000US,,United States,1600000US3916000,3916000,United States - Ohio - Cleveland city,Cleveland city,10.8,1.5
0100000US,,United States,1600000US3918000,3918000,United States - Ohio - Columbus city,Columbus city,3.3,0.5
0100000US,,United States,1600000US3921000,3921000,United States - Ohio - Dayton city,Dayton city,6.7,1.9
0100000US,,United States,1600000US3944856,3944856,United States - Ohio - Lorain city,Lorain city,0.3,0.5
0100000US,,United States,1600000US3961000,3961000,United States - Ohio - Parma city,Parma city,1.3,0.8
0100000US,,United States,1600000US3977000,3977000,United States - Ohio - Toledo city,Toledo city,1.9,0.6
0100000US,,United States,1600000US3988000,3988000,United States - Ohio - Youngstown city,Youngstown city,1.9,2.0
0100000US,,United States,0400000US40,40,United States - Oklahoma,Oklahoma,0.5,0.1
0100000US,,United States,1600000US4009050,4009050,United States - Oklahoma - Broken Arrow city,Broken Arrow city,0.2,0.3
0100000US,,United States,1600000US4023200,4023200,United States - Oklahoma - Edmond city,Edmond city,1.1,0.9
0100000US,,United States,1600000US4041850,4041850,United States - Oklahoma - Lawton city,Lawton city,2.0,1.2
0100000US,,United States,1600000US4052500,4052500,United States - Oklahoma - Norman city,Norman city,0.5,0.4
0100000US,,United States,1600000US4055000,4055000,United States - Oklahoma - Oklahoma City city,Oklahoma City city,0.5,0.2
0100000US,,United States,1600000US4075000,4075000,United States - Oklahoma - Tulsa city,Tulsa city,0.8,0.3
0100000US,,United States,0400000US41,41,United States - Oregon,Oregon,4.3,0.3
0100000US,,United States,1600000US4105350,4105350,United States - Oregon - Beaverton city,Beaverton city,7.4,2.5
0100000US,,United States,1600000US4105800,4105800,United States - Oregon - Bend city,Bend city,0.7,0.9
0100000US,,United States,1600000US4123850,4123850,United States - Oregon - Eugene city,Eugene city,3.2,1.2
0100000US,,United States,1600000US4131250,4131250,United States - Oregon - Gresham city,Gresham city,8.3,2.0
0100000US,,United States,1600000US4134100,4134100,United States - Oregon - Hillsboro city,Hillsboro city,4.2,1.6
0100000US,,United States,1600000US4147000,4147000,United States - Oregon - Medford city,Medford city,1.0,1.2
0100000US,,United States,1600000US4159000,4159000,United States - Oregon - Portland city,Portland city,13.0,1.2
0100000US,,United States,1600000US4164900,4164900,United States - Oregon - Salem city,Salem city,0.9,0.7
0100000US,,United States,0400000US42,42,United States - Pennsylvania,Pennsylvania,5.3,0.2
0100000US,,United States,1600000US4202000,4202000,United States - Pennsylvania - Allentown city,Allentown city,4.3,1.8
0100000US,,United States,1600000US4206088,4206088,United States - Pennsylvania - Bethlehem city,Bethlehem city,2.2,1.0
0100000US,,United States,1600000US4224000,4224000,United States - Pennsylvania - Erie city,Erie city,5.9,1.9
0100000US,,United States,1600000US4260000,4260000,United States - Pennsylvania - Philadelphia city,Philadelphia city,25.6,1.2
0100000US,,United States,1600000US4261000,4261000,United States - Pennsylvania - Pittsburgh city,Pittsburgh city,18.0,1.6
0100000US,,United States,1600000US4263624,4263624,United States - Pennsylvania - Reading city,Reading city,11.7,3.1
0100000US,,United States,1600000US4269000,4269000,United States - Pennsylvania - Scranton city,Scranton city,3.6,1.7
0100000US,,United States,0400000US44,44,United States - Rhode Island,Rhode Island,3.1,0.5
0100000US,,United States,1600000US4419180,4419180,United States - Rhode Island - Cranston city,Cranston city,2.8,1.6
0100000US,,United States,1600000US4454640,4454640,United States - Rhode Island - Pawtucket city,Pawtucket city,4.3,1.7
0100000US,,United States,1600000US4459000,4459000,United States - Rhode Island - Providence city,Providence city,10.0,2.2
0100000US,,United States,1600000US4474300,4474300,United States - Rhode Island - Warwick city,Warwick city,1.2,0.8
0100000US,,United States,0400000US45,45,United States - South Carolina,South Carolina,0.7,0.1
0100000US,,United States,1600000US4513330,4513330,United States - South Carolina - Charleston city,Charleston city,2.2,1.0
0100000US,,United States,1600000US4516000,4516000,United States - South Carolina - Columbia city,Columbia city,1.8,0.8
0100000US,,United States,1600000US4548535,4548535,United States - South Carolina - Mount Pleasant town,Mount Pleasant town,N,N
0100000US,,United States,1600000US4550875,4550875,United States - South Carolina - North Charleston city,North Charleston city,5.4,2.1
0100000US,,United States,1600000US4561405,4561405,United States - South Carolina - Rock Hill city,Rock Hill city,1.4,1.5
0100000US,,United States,0400000US46,46,United States - South Dakota,South Dakota,0.7,0.2
0100000US,,United States,1600000US4652980,4652980,United States - South Dakota - Rapid City city,Rapid City city,0.8,0.9
0100000US,,United States,1600000US4659020,4659020,United States - South Dakota - Sioux Falls city,Sioux Falls city,1.4,0.9
0100000US,,United States,0400000US47,47,United States - Tennessee,Tennessee,0.9,0.1
0100000US,,United States,1600000US4714000,4714000,United States - Tennessee - Chattanooga city,Chattanooga city,2.4,1.0
0100000US,,United States,1600000US4715160,4715160,United States - Tennessee - Clarksville city,Clarksville city,1.0,0.9
0100000US,,United States,1600000US4737640,4737640,United States - Tennessee - Jackson city,Jackson city,1.1,1.2
0100000US,,United States,1600000US4740000,4740000,United States - Tennessee - Knoxville city,Knoxville city,1.5,0.7
0100000US,,United States,1600000US4748000,4748000,United States - Tennessee - Memphis city,Memphis city,2.9,0.6
0100000US,,United States,1600000US4751560,4751560,United States - Tennessee - Murfreesboro city,Murfreesboro city,0.9,0.8
0100000US,,United States,1600000US4752006,4752006,United States - Tennessee - Nashville-Davidson metropolitan government (balance),Nashville-Davidson metropolitan government (balance),2.8,0.6
0100000US,,United States,0400000US48,48,United States - Texas,Texas,1.6,0.1
0100000US,,United States,1600000US4801000,4801000,United States - Texas - Abilene city,Abilene city,0.9,0.7
0100000US,,United States,1600000US4801924,4801924,United States - Texas - Allen city,Allen city,1.8,1.6
0100000US,,United States,1600000US4803000,4803000,United States - Texas - Amarillo city,Amarillo city,0.8,0.4
0100000US,,United States,1600000US4804000,4804000,United States - Texas - Arlington city,Arlington city,0.3,0.2
0100000US,,United States,1600000US4804462,4804462,United States - Texas - Atascocita CDP,Atascocita CDP,1.6,1.5
0100000US,,United States,1600000US4805000,4805000,United States - Texas - Austin city,Austin city,4.2,0.5
0100000US,,United States,1600000US4806128,4806128,United States - Texas - Baytown city,Baytown city,0.4,0.7
0100000US,,United States,1600000US4807000,4807000,United States - Texas - Beaumont city,Beaumont city,1.2,0.7
0100000US,,United States,1600000US4810768,4810768,United States - Texas - Brownsville city,Brownsville city,1.1,0.6
0100000US,,United States,1600000US4810912,4810912,United States - Texas - Bryan city,Bryan city,0.5,0.7
0100000US,,United States,1600000US4813024,4813024,United States - Texas - Carrollton city,Carrollton city,1.2,0.7
0100000US,,United States,1600000US4815976,4815976,United States - Texas - College Station city,College Station city,4.6,2.2
0100000US,,United States,1600000US4817000,4817000,United States - Texas - Corpus Christi city,Corpus Christi city,1.5,0.6
0100000US,,United States,1600000US4819000,4819000,United States - Texas - Dallas city,Dallas city,3.9,0.5
0100000US,,United States,1600000US4819972,4819972,United States - Texas - Denton city,Denton city,1.4,0.8
0100000US,,United States,1600000US4822660,4822660,United States - Texas - Edinburg city,Edinburg city,0.0,0.6
0100000US,,United States,1600000US4824000,4824000,United States - Texas - El Paso city,El Paso city,2.3,0.6
0100000US,,United States,1600000US4826232,4826232,United States - Texas - Flower Mound town,Flower Mound town,N,N
0100000US,,United States,1600000US4827000,4827000,United States - Texas - Fort Worth city,Fort Worth city,0.9,0.3
0100000US,,United States,1600000US4827684,4827684,United States - Texas - Frisco city,Frisco city,N,N
0100000US,,United States,1600000US4829000,4829000,United States - Texas - Garland city,Garland city,2.7,1.0
0100000US,,United States,1600000US4830464,4830464,United States - Texas - Grand Prairie city,Grand Prairie city,0.1,0.1
0100000US,,United States,1600000US4832372,4832372,United States - Texas - Harlingen city,Harlingen city,1.3,1.4
0100000US,,United States,1600000US4835000,4835000,United States - Texas - Houston city,Houston city,4.3,0.4
0100000US,,United States,1600000US4837000,4837000,United States - Texas - Irving city,Irving city,1.6,0.6
0100000US,,United States,1600000US4839148,4839148,United States - Texas - Killeen city,Killeen city,0.3,0.4
0100000US,,United States,1600000US4841464,4841464,United States - Texas - Laredo city,Laredo city,0.7,0.4
0100000US,,United States,1600000US4841980,4841980,United States - Texas - League City city,League City city,0.5,0.7
0100000US,,United States,1600000US4842508,4842508,United States - Texas - Lewisville city,Lewisville city,1.7,1.4
0100000US,,United States,1600000US4843888,4843888,United States - Texas - Longview city,Longview city,1.3,1.1
0100000US,,United States,1600000US4845000,4845000,United States - Texas - Lubbock city,Lubbock city,1.3,0.6
0100000US,,United States,1600000US4845384,4845384,United States - Texas - McAllen city,McAllen city,0.2,0.3
0100000US,,United States,1600000US4845744,4845744,United States - Texas - McKinney city,McKinney city,0.6,0.8
0100000US,,United States,1600000US4847892,4847892,United States - Texas - Mesquite city,Mesquite city,0.3,0.3
0100000US,,United States,1600000US4848072,4848072,United States - Texas - Midland city,Midland city,0.3,0.3
0100000US,,United States,1600000US4848768,4848768,United States - Texas - Mission city,Mission city,0.2,0.4
0100000US,,United States,1600000US4848804,4848804,United States - Texas - Missouri City city,Missouri City city,3.7,1.9
0100000US,,United States,1600000US4852356,4852356,United States - Texas - North Richland Hills city,North Richland Hills city,1.3,1.4
0100000US,,United States,1600000US4853388,4853388,United States - Texas - Odessa city,Odessa city,0.7,0.8
0100000US,,United States,1600000US4856000,4856000,United States - Texas - Pasadena city,Pasadena city,0.5,0.5
0100000US,,United States,1600000US4856348,4856348,United States - Texas - Pearland city,Pearland city,0.0,0.4
0100000US,,United States,1600000US4857200,4857200,United States - Texas - Pharr city,Pharr city,0.0,0.7
0100000US,,United States,1600000US4858016,4858016,United States - Texas - Plano city,Plano city,1.1,0.5
0100000US,,United States,1600000US4861796,4861796,United States - Texas - Richardson city,Richardson city,3.1,1.2
0100000US,,United States,1600000US4863500,4863500,United States - Texas - Round Rock city,Round Rock city,0.2,0.3
0100000US,,United States,1600000US4864472,4864472,United States - Texas - San Angelo city,San Angelo city,0.7,0.9
0100000US,,United States,1600000US4865000,4865000,United States - Texas - San Antonio city,San Antonio city,3.3,0.4
0100000US,,United States,1600000US4870808,4870808,United States - Texas - Sugar Land city,Sugar Land city,3.3,2.4
0100000US,,United States,1600000US4872176,4872176,United States - Texas - Temple city,Temple city,0.4,0.6
0100000US,,United States,1600000US4872656,4872656,United States - Texas - The Woodlands CDP,The Woodlands CDP,2.8,2.1
0100000US,,United States,1600000US4874144,4874144,United States - Texas - Tyler city,Tyler city,0.2,0.2
0100000US,,United States,1600000US4876000,4876000,United States - Texas - Waco city,Waco city,0.9,0.6
0100000US,,United States,1600000US4879000,4879000,United States - Texas - Wichita Falls city,Wichita Falls city,0.0,0.4
0100000US,,United States,0400000US49,49,United States - Utah,Utah,2.4,0.3
