GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
0100000US,,United States,1600000US4943660,4943660,United States - Utah - Layton city,Layton city,2.9,1.7
0100000US,,United States,1600000US4955980,4955980,United States - Utah - Ogden city,Ogden city,2.1,1.1
0100000US,,United States,1600000US4957300,4957300,United States - Utah - Orem city,Orem city,2.0,1.5
0100000US,,United States,1600000US4962470,4962470,United States - Utah - Provo city,Provo city,1.2,0.6
0100000US,,United States,1600000US4965330,4965330,United States - Utah - St. George city,St. George city,0.5,0.8
0100000US,,United States,1600000US4967000,4967000,United States - Utah - Salt Lake City city,Salt Lake City city,6.7,1.7
0100000US,,United States,1600000US4967440,4967440,United States - Utah - Sandy city,Sandy city,2.2,1.1
0100000US,,United States,1600000US4982950,4982950,United States - Utah - West Jordan city,West Jordan city,2.8,1.1
0100000US,,United States,1600000US4983470,4983470,United States - Utah - West Valley City city,West Valley City city,2.7,1.4
0100000US,,United States,0400000US50,50,United States - Vermont,Vermont,1.4,0.3
0100000US,,United States,0400000US51,51,United States - Virginia,Virginia,4.5,0.2
0100000US,,United States,1600000US5101000,5101000,United States - Virginia - Alexandria city,Alexandria city,18.2,2.7
0100000US,,United States,1600000US5103000,5103000,United States - Virginia - Arlington CDP,Arlington CDP,28.4,2.8
0100000US,,United States,1600000US5114440,5114440,United States - Virginia - Centreville CDP,Centreville CDP,3.1,1.8
0100000US,,United States,1600000US5116000,5116000,United States - Virginia - Chesapeake city,Chesapeake city,1.1,0.5
0100000US,,United States,1600000US5121088,5121088,United States - Virginia - Dale City CDP,Dale City CDP,6.6,2.3
0100000US,,United States,1600000US5135000,5135000,United States - Virginia - Hampton city,Hampton city,3.9,1.3
0100000US,,United States,1600000US5147672,5147672,United States - Virginia - Lynchburg city,Lynchburg city,4.1,1.6
0100000US,,United States,1600000US5156000,5156000,United States - Virginia - Newport News city,Newport News city,3.0,1.1
0100000US,,United States,1600000US5157000,5157000,United States - Virginia - Norfolk city,Norfolk city,4.2,1.1
0100000US,,United States,1600000US5164000,5164000,United States - Virginia - Portsmouth city,Portsmouth city,1.5,0.8
0100000US,,United States,1600000US5167000,5167000,United States - Virginia - Richmond city,Richmond city,5.7,1.2
0100000US,,United States,1600000US5168000,5168000,United States - Virginia - Roanoke city,Roanoke city,3.3,1.4
0100000US,,United States,1600000US5176432,5176432,United States - Virginia - Suffolk city,Suffolk city,0.5,0.4
0100000US,,United States,1600000US5182000,5182000,United States - Virginia - Virginia Beach city,Virginia Beach city,0.9,0.3
0100000US,,United States,0400000US53,53,United States - Washington,Washington,5.6,0.3
0100000US,,United States,1600000US5303180,5303180,United States - Washington - Auburn city,Auburn city,6.1,2.5
0100000US,,United States,1600000US5305210,5305210,United States - Washington - Bellevue city,Bellevue city,10.6,2.2
0100000US,,United States,1600000US5305280,5305280,United States - Washington - Bellingham city,Bellingham city,4.0,1.7
0100000US,,United States,1600000US5322640,5322640,United States - Washington - Everett city,Everett city,7.2,2.0
0100000US,,United States,1600000US5323515,5323515,United States - Washington - Federal Way city,Federal Way city,5.0,1.5
0100000US,,United States,1600000US5335275,5335275,United States - Washington - Kennewick city,Kennewick city,2.4,2.0
0100000US,,United States,1600000US5335415,5335415,United States - Washington - Kent city,Kent city,4.5,1.4
0100000US,,United States,1600000US5357745,5357745,United States - Washington - Renton city,Renton city,8.4,3.4
0100000US,,United States,1600000US5363000,5363000,United States - Washington - Seattle city,Seattle city,17.4,1.3
0100000US,,United States,1600000US5367000,5367000,United States - Washington - Spokane city,Spokane city,4.3,1.1
0100000US,,United States,1600000US5367167,5367167,United States - Washington - Spokane Valley city,Spokane Valley city,1.7,1.2
0100000US,,United States,1600000US5370000,5370000,United States - Washington - Tacoma city,Tacoma city,5.9,1.4
0100000US,,United States,1600000US5374060,5374060,United States - Washington - Vancouver city,Vancouver city,3.1,1.5
0100000US,,United States,1600000US5380010,5380010,United States - Washington - Yakima city,Yakima city,3.4,3.0
0100000US,,United States,0400000US54,54,United States - West Virginia,West Virginia,0.9,0.2
0100000US,,United States,0400000US55,55,United States - Wisconsin,Wisconsin,2.0,0.2
0100000US,,United States,1600000US5502375,5502375,United States - Wisconsin - Appleton city,Appleton city,0.7,0.6
0100000US,,United States,1600000US5522300,5522300,United States - Wisconsin - Eau Claire city,Eau Claire city,1.5,0.9
0100000US,,United States,1600000US5531000,5531000,United States - Wisconsin - Green Bay city,Green Bay city,1.5,1.1
0100000US,,United States,1600000US5539225,5539225,United States - Wisconsin - Kenosha city,Kenosha city,1.6,1.1
0100000US,,United States,1600000US5548000,5548000,United States - Wisconsin - Madison city,Madison city,8.8,1.7
0100000US,,United States,1600000US5553000,5553000,United States - Wisconsin - Milwaukee city,Milwaukee city,9.2,1.0
0100000US,,United States,1600000US5560500,5560500,United States - Wisconsin - Oshkosh city,Oshkosh city,1.0,0.7
0100000US,,United States,1600000US5566000,5566000,United States - Wisconsin - Racine city,Racine city,4.1,2.4
0100000US,,United States,1600000US5584250,5584250,United States - Wisconsin - Waukesha city,Waukesha city,1.8,0.9
0100000US,,United States,0400000US56,56,United States - Wyoming,Wyoming,1.5,0.5
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,2.9,0.3
0100000US,,United States,1600000US7206593,7206593,Puerto Rico - Bayamón zona urbana,Bayamón zona urbana,5.5,1.9
0100000US,,United States,1600000US7210334,7210334,Puerto Rico - Caguas zona urbana,Caguas zona urbana,2.6,1.5
0100000US,,United States,1600000US7214290,7214290,Puerto Rico - Carolina zona urbana,Carolina zona urbana,5.8,2.0
0100000US,,United States,1600000US7232522,7232522,Puerto Rico - Guaynabo zona urbana,Guaynabo zona urbana,3.8,1.7
0100000US,,United States,1600000US7252431,7252431,Puerto Rico - Mayagüez zona urbana,Mayagüez zona urbana,1.6,1.7
0100000US,,United States,1600000US7263820,7263820,Puerto Rico - Ponce zona urbana,Ponce zona urbana,0.7,0.6
0100000US,,United States,1600000US7276770,7276770,Puerto Rico - San Juan zona urbana,San Juan zona urbana,10.3,1.2
